_id,metadata.speed,metadata.bateria,metadata.numSV,metadata.dateUtcIso,metadata.accH,metadata.hMSL,metadata.lng,metadata.lat
5ff93855b38af81a0c04e115,2.52,240,13,2021-01-09T05:00:02.000Z,0.153,19.48,-40.2437732,-20.24153
5ff93856b38af81a0c04e117,2.84,239,15,2021-01-09T05:00:03.000Z,0.121,19.528,-40.2437953,-20.2415159
5ff93857b38af81a0c04e11a,2.98,239,14,2021-01-09T05:00:04.000Z,0.128,19.527,-40.2438178,-20.2415
5ff93858b38af81a0c04e11c,3.01,238,15,2021-01-09T05:00:05.000Z,0.125,19.505,-40.2438399,-20.2414827
5ff9385ab38af81a0c04e123,3.06,239,15,2021-01-09T05:00:07.000Z,0.19,19.532,-40.2438869,-20.2414487
5ff9385bb38af81a0c04e126,3.09,242,13,2021-01-09T05:00:08.000Z,0.136,19.547,-40.2439114,-20.2414333
5ff9385db38af81a0c04e12a,3.13,238,15,2021-01-09T05:00:10.000Z,0.123,19.457,-40.24396,-20.2414005
5ff9385fb38af81a0c04e12e,2.92,242,15,2021-01-09T05:00:12.000Z,0.137,19.243,-40.2440031,-20.2413643
5ff93860b38af81a0c04e132,2.7,238,13,2021-01-09T05:00:14.000Z,0.196,19.097,-40.2440355,-20.2413229
5ff93862b38af81a0c04e137,2.22,239,14,2021-01-09T05:00:16.000Z,0.148,18.964,-40.2440642,-20.2412869
5ff93864b38af81a0c04e13c,2.45,242,14,2021-01-09T05:00:18.000Z,0.124,18.912,-40.2440968,-20.2412579
5ff93868b38af81a0c04e141,2.73,239,15,2021-01-09T05:00:20.000Z,0.137,18.879,-40.244139,-20.2412313
5ff93868b38af81a0c04e145,1.55,239,14,2021-01-09T05:00:22.000Z,0.126,18.875,-40.2441752,-20.241208
5ff9386bb38af81a0c04e146,1.87,240,13,2021-01-09T05:00:24.000Z,0.141,19.091,-40.2442038,-20.2411906
5ff9386bb38af81a0c04e148,1.78,238,14,2021-01-09T05:00:25.000Z,0.131,19.143,-40.2442187,-20.2411821
5ff9386db38af81a0c04e154,1.11,239,16,2021-01-09T05:00:27.000Z,0.121,19.164,-40.2442392,-20.2411687
5ff9386eb38af81a0c04e158,0.82,242,15,2021-01-09T05:00:29.000Z,0.12,19.186,-40.2442538,-20.2411591
5ff9386fb38af81a0c04e15b,0.8,242,16,2021-01-09T05:00:30.000Z,0.121,19.225,-40.2442604,-20.2411551
5ff93872b38af81a0c04e163,0.74,240,15,2021-01-09T05:00:32.000Z,0.116,19.245,-40.244273,-20.2411466
5ff93873b38af81a0c04e168,0.48,240,16,2021-01-09T05:00:33.000Z,0.117,19.263,-40.2442772,-20.2411438
5ff93874b38af81a0c04e16d,0.54,242,14,2021-01-09T05:00:34.000Z,0.139,19.27,-40.2442812,-20.2411411
5ff93876b38af81a0c04e171,0.36,239,14,2021-01-09T05:00:35.000Z,0.143,19.279,-40.244284,-20.2411394
5ff93876b38af81a0c04e175,0.27,242,14,2021-01-09T05:00:36.000Z,0.176,19.237,-40.2442874,-20.2411373
5ff93877b38af81a0c04e17a,0.19,239,15,2021-01-09T05:00:37.000Z,0.176,19.255,-40.2442887,-20.2411365
5ff93879b38af81a0c04e17d,0.08,242,16,2021-01-09T05:00:38.000Z,0.22,19.234,-40.2442891,-20.2411362
5ff9387ab38af81a0c04e182,0.01,239,15,2021-01-09T05:00:39.000Z,0.214,19.295,-40.2442897,-20.2411364
5ff9387bb38af81a0c04e186,0.01,242,16,2021-01-09T05:00:40.000Z,0.192,19.313,-40.2442898,-20.2411365
5ff9387cb38af81a0c04e189,0.01,238,15,2021-01-09T05:00:41.000Z,0.141,19.274,-40.2442897,-20.2411363
5ff9387db38af81a0c04e18d,0.01,238,16,2021-01-09T05:00:42.000Z,0.188,19.223,-40.2442897,-20.2411358
5ff9387eb38af81a0c04e190,0.05,239,15,2021-01-09T05:00:43.000Z,0.222,19.194,-40.2442889,-20.241136
5ff9387fb38af81a0c04e194,0.62,241,14,2021-01-09T05:00:44.000Z,0.195,19.139,-40.244285,-20.241138
5ff93880b38af81a0c04e199,0.63,242,14,2021-01-09T05:00:45.000Z,0.241,19.143,-40.2442796,-20.2411416
5ff93881b38af81a0c04e19c,0.99,238,13,2021-01-09T05:00:46.000Z,0.29,19.201,-40.2442716,-20.2411471
5ff93882b38af81a0c04e1a0,1.13,242,15,2021-01-09T05:00:47.000Z,0.158,19.41,-40.2442637,-20.2411543
5ff93883b38af81a0c04e1a3,1.33,242,13,2021-01-09T05:00:48.000Z,0.156,19.432,-40.2442535,-20.2411606
5ff93884b38af81a0c04e1a7,1.62,239,14,2021-01-09T05:00:49.000Z,0.152,19.416,-40.2442412,-20.2411684
5ff93885b38af81a0c04e1ab,1.65,241,13,2021-01-09T05:00:50.000Z,0.167,19.375,-40.2442268,-20.2411763
5ff93886b38af81a0c04e1ae,1.97,238,13,2021-01-09T05:00:51.000Z,0.15,19.336,-40.2442104,-20.2411851
5ff93888b38af81a0c04e1b3,2.29,239,14,2021-01-09T05:00:53.000Z,0.139,19.188,-40.2441743,-20.2412029
5ff93889b38af81a0c04e1b5,2.09,239,14,2021-01-09T05:00:54.000Z,0.134,19.068,-40.2441536,-20.2412084
5ff9388cb38af81a0c04e1bb,1.59,241,15,2021-01-09T05:00:56.000Z,0.131,19.093,-40.2441181,-20.2412024
5ff9388db38af81a0c04e1bd,0.99,240,14,2021-01-09T05:00:58.000Z,0.16,19.145,-40.2441045,-20.2411854
5ff9388eb38af81a0c04e1c0,0.86,242,13,2021-01-09T05:00:59.000Z,0.181,19.307,-40.2441004,-20.2411784
5ff93890b38af81a0c04e1c5,0.03,242,14,2021-01-09T05:01:01.000Z,0.15,19.356,-40.2440974,-20.2411719
5ff93891b38af81a0c04e1c9,1.06,240,15,2021-01-09T05:01:03.000Z,0.132,19.317,-40.2441048,-20.2411807
5ff93893b38af81a0c04e1ce,1.36,239,14,2021-01-09T05:01:05.000Z,0.158,19.542,-40.2441224,-20.2411994
5ff93895b38af81a0c04e1d2,1.75,240,14,2021-01-09T05:01:07.000Z,0.138,19.265,-40.2441297,-20.2412251
5ff93897b38af81a0c04e1d6,1.87,241,16,2021-01-09T05:01:09.000Z,0.176,19.206,-40.2441162,-20.2412566
5ff93899b38af81a0c04e1db,1.9,241,16,2021-01-09T05:01:11.000Z,0.235,19.009,-40.2440966,-20.2412843
5ff9389bb38af81a0c04e1e1,2.19,240,15,2021-01-09T05:01:13.000Z,0.136,19.074,-40.2440731,-20.2413151
5ff9389cb38af81a0c04e1e4,2.63,242,13,2021-01-09T05:01:15.000Z,0.139,18.877,-40.2440433,-20.2413494
5ff938a5b38af81a0c04e1f9,3.1,240,15,2021-01-09T05:01:17.000Z,0.115,18.635,-40.2440021,-20.2413855
5ff938a6b38af81a0c04e1fc,3.32,238,14,2021-01-09T05:01:19.000Z,0.156,18.654,-40.2439488,-20.2414125
5ff938a6b38af81a0c04e1fd,3.36,241,15,2021-01-09T05:01:20.000Z,0.119,18.648,-40.2439192,-20.241423
5ff938a6b38af81a0c04e1fe,3.36,238,16,2021-01-09T05:01:21.000Z,0.115,18.601,-40.2438891,-20.2414334
5ff938a6b38af81a0c04e200,3.41,238,14,2021-01-09T05:01:23.000Z,0.118,18.602,-40.2438296,-20.2414589
5ff938a7b38af81a0c04e201,3.33,242,16,2021-01-09T05:01:25.000Z,0.102,18.443,-40.2437749,-20.2414922
5ff938a7b38af81a0c04e204,3.19,241,15,2021-01-09T05:01:26.000Z,0.111,18.376,-40.2437488,-20.2415082
5ff938a8b38af81a0c04e208,3.06,238,16,2021-01-09T05:01:27.000Z,0.107,18.327,-40.2437238,-20.2415243
5ff938aab38af81a0c04e20d,2.81,242,16,2021-01-09T05:01:28.000Z,0.111,18.308,-40.2437001,-20.2415391
5ff938abb38af81a0c04e211,1.44,238,16,2021-01-09T05:01:29.000Z,0.121,18.353,-40.243686,-20.2415482
5ff938acb38af81a0c04e216,1.34,240,16,2021-01-09T05:01:30.000Z,0.128,18.426,-40.2436741,-20.241555
5ff938aeb38af81a0c04e21a,1.14,241,14,2021-01-09T05:01:31.000Z,0.11,18.642,-40.2436635,-20.2415619
5ff938afb38af81a0c04e21e,0.94,242,15,2021-01-09T05:01:32.000Z,0.173,18.515,-40.2436553,-20.2415659
5ff938b0b38af81a0c04e221,0.49,242,14,2021-01-09T05:01:33.000Z,0.103,18.291,-40.2436502,-20.2415695
5ff938b1b38af81a0c04e223,0.31,240,14,2021-01-09T05:01:34.000Z,0.1,18.206,-40.243648,-20.241571
5ff938b2b38af81a0c04e227,0.29,240,15,2021-01-09T05:01:35.000Z,0.104,18.168,-40.2436455,-20.2415727
5ff938b3b38af81a0c04e22c,0.4,235,15,2021-01-09T05:01:36.000Z,0.104,18.183,-40.2436427,-20.2415748
5ff938b4b38af81a0c04e231,0.12,239,13,2021-01-09T05:01:37.000Z,0.171,18.227,-40.243641,-20.2415761
5ff938b5b38af81a0c04e234,0.01,241,13,2021-01-09T05:01:38.000Z,0.135,18.219,-40.2436409,-20.2415761
