_id,metadata.speed,metadata.bateria,metadata.numSV,metadata.dateUtcIso,metadata.accH,metadata.hMSL,metadata.lng,metadata.lat
6000a2c4eafd664974c1a87f,1.16,243,12,2021-01-14T20:00:02.000Z,0.107,18.614,-40.2439122,-20.2414743
6000a2c4eafd664974c1a881,0.98,243,11,2021-01-14T20:00:03.000Z,0.101,18.61,-40.2439062,-20.2414818
6000a2c6eafd664974c1a886,0.33,240,12,2021-01-14T20:00:05.000Z,0.154,18.645,-40.2438957,-20.2414886
6000a2c7eafd664974c1a888,0.21,242,12,2021-01-14T20:00:06.000Z,0.137,18.669,-40.2438933,-20.2414897
6000a2c9eafd664974c1a88c,0.04,244,11,2021-01-14T20:00:08.000Z,0.11,18.72,-40.2438911,-20.2414911
6000a2cbeafd664974c1a88f,0.03,240,12,2021-01-14T20:00:10.000Z,0.091,18.807,-40.2438915,-20.2414912
6000a2cdeafd664974c1a893,0.01,242,12,2021-01-14T20:00:12.000Z,0.079,18.951,-40.2438911,-20.2414919
6000a2ceeafd664974c1a896,0.01,243,12,2021-01-14T20:00:13.000Z,0.076,18.994,-40.2438911,-20.2414921
6000a2d0eafd664974c1a899,0.01,244,12,2021-01-14T20:00:15.000Z,0.07,19.068,-40.243891,-20.2414923
6000a2d1eafd664974c1a89c,0.0,239,11,2021-01-14T20:00:16.000Z,0.07,19.091,-40.243891,-20.2414923
6000a2d3eafd664974c1a89f,0.0,243,12,2021-01-14T20:00:18.000Z,0.065,19.197,-40.2438909,-20.2414928
6000a2d5eafd664974c1a8a2,0.01,242,11,2021-01-14T20:00:20.000Z,0.07,19.271,-40.2438908,-20.2414931
6000a2d7eafd664974c1a8a6,0.01,244,12,2021-01-14T20:00:22.000Z,0.064,19.388,-40.2438909,-20.2414937
6000a2d8eafd664974c1a8a8,0.02,243,12,2021-01-14T20:00:23.000Z,0.064,19.397,-40.2438908,-20.2414937
6000a2d9eafd664974c1a8ab,0.3,240,12,2021-01-14T20:00:24.000Z,0.067,19.402,-40.2438926,-20.2414929
6000a2daeafd664974c1a8ad,0.85,241,11,2021-01-14T20:00:25.000Z,0.075,19.412,-40.2438971,-20.2414886
6000a2dbeafd664974c1a8af,1.27,243,12,2021-01-14T20:00:26.000Z,0.07,19.449,-40.2439033,-20.2414801
6000a2ddeafd664974c1a8b1,1.31,243,12,2021-01-14T20:00:27.000Z,0.066,19.464,-40.2439085,-20.2414699
6000a2ddeafd664974c1a8b3,1.49,244,11,2021-01-14T20:00:28.000Z,0.088,19.513,-40.2439136,-20.2414579
6000a2deeafd664974c1a8b5,1.74,243,12,2021-01-14T20:00:29.000Z,0.075,19.573,-40.2439201,-20.2414443
6000a2e0eafd664974c1a8b8,1.74,242,12,2021-01-14T20:00:30.000Z,0.071,19.607,-40.2439289,-20.2414312
6000a2e1eafd664974c1a8b9,1.85,243,11,2021-01-14T20:00:31.000Z,0.074,19.623,-40.2439389,-20.2414181
6000a2e2eafd664974c1a8bc,1.95,240,11,2021-01-14T20:00:32.000Z,0.07,19.617,-40.2439505,-20.2414044
6000a2e3eafd664974c1a8bd,2.04,240,12,2021-01-14T20:00:33.000Z,0.014,19.618,-40.2439676,-20.2413908
6000a2e4eafd664974c1a8c0,2.15,243,12,2021-01-14T20:00:34.000Z,0.014,19.61,-40.2439798,-20.2413757
6000a2e5eafd664974c1a8c1,2.27,243,12,2021-01-14T20:00:35.000Z,0.014,19.61,-40.2439932,-20.2413597
6000a2e6eafd664974c1a8c4,2.31,240,12,2021-01-14T20:00:36.000Z,0.014,19.643,-40.2440063,-20.2413427
6000a2e7eafd664974c1a8c7,2.38,240,12,2021-01-14T20:00:37.000Z,0.097,19.604,-40.2440159,-20.2413259
6000a2e8eafd664974c1a8c9,2.45,244,12,2021-01-14T20:00:38.000Z,0.088,19.638,-40.2440315,-20.2413099
6000a2e9eafd664974c1a8cb,2.41,241,12,2021-01-14T20:00:39.000Z,0.074,19.669,-40.2440486,-20.2412952
6000a2ebeafd664974c1a8cf,2.18,240,12,2021-01-14T20:00:41.000Z,0.067,19.661,-40.2440851,-20.2412709
6000a2edeafd664974c1a8d2,1.76,243,12,2021-01-14T20:00:43.000Z,0.066,19.7,-40.2441158,-20.241252
6000a2eeeafd664974c1a8d6,1.38,242,12,2021-01-14T20:00:45.000Z,0.066,19.708,-40.2441407,-20.2412368
6000a2f0eafd664974c1a8da,0.47,240,11,2021-01-14T20:00:47.000Z,0.066,19.717,-40.2441562,-20.2412275
6000a2f1eafd664974c1a8dd,0.03,242,12,2021-01-14T20:00:48.000Z,0.065,19.715,-40.2441572,-20.2412271
