_id,metadata.speed,metadata.bateria,metadata.numSV,metadata.dateUtcIso,metadata.accH,metadata.hMSL,metadata.lng,metadata.lat
5ff87374b38af81a0c037b37,1.29,243,9,2021-01-08T15:00:02.000Z,1.379,20.109,-40.245387,-20.2422276
5ff87376b38af81a0c037b3a,0.85,242,8,2021-01-08T15:00:04.000Z,1.639,21.103,-40.2453727,-20.2422084
5ff87377b38af81a0c037b3d,0.96,243,10,2021-01-08T15:00:05.000Z,1.791,21.804,-40.2453675,-20.2422005
5ff87379b38af81a0c037b41,0.91,242,13,2021-01-08T15:00:06.000Z,1.975,21.018,-40.2453561,-20.2421958
5ff8737ab38af81a0c037b45,1.36,241,10,2021-01-08T15:00:07.000Z,2.166,21.115,-40.2453571,-20.2421816
5ff8737bb38af81a0c037b47,0.71,241,10,2021-01-08T15:00:08.000Z,2.308,21.815,-40.2453643,-20.2421699
5ff8737cb38af81a0c037b49,0.71,241,9,2021-01-08T15:00:09.000Z,2.546,21.56,-40.2453711,-20.242162
5ff8737db38af81a0c037b4c,0.57,243,8,2021-01-08T15:00:10.000Z,2.856,21.238,-40.2453798,-20.2421544
5ff8737eb38af81a0c037b4e,0.73,242,13,2021-01-08T15:00:11.000Z,3.447,20.67,-40.2453838,-20.2421441
5ff8737fb38af81a0c037b52,0.37,242,10,2021-01-08T15:00:12.000Z,2.463,19.976,-40.2453873,-20.2421367
5ff87380b38af81a0c037b55,0.05,243,11,2021-01-08T15:00:13.000Z,2.91,19.356,-40.2453883,-20.2421349
5ff87381b38af81a0c037b57,0.02,241,10,2021-01-08T15:00:14.000Z,2.281,18.563,-40.2453931,-20.242136
5ff87382b38af81a0c037b5a,0.02,241,9,2021-01-08T15:00:15.000Z,2.505,17.905,-40.2453963,-20.2421351
5ff87383b38af81a0c037b5b,0.29,243,9,2021-01-08T15:00:16.000Z,2.581,17.273,-40.2453877,-20.2421378
5ff87385b38af81a0c037b5d,0.36,241,11,2021-01-08T15:00:17.000Z,2.566,18.047,-40.2453865,-20.2421407
5ff8738cb38af81a0c037b61,0.33,241,11,2021-01-08T15:00:18.000Z,2.111,17.816,-40.2453804,-20.2421419
5ff8738cb38af81a0c037b65,0.23,242,13,2021-01-08T15:00:19.000Z,2.801,17.929,-40.2453811,-20.2421438
5ff8738cb38af81a0c037b66,0.42,244,9,2021-01-08T15:00:20.000Z,2.276,17.876,-40.2453777,-20.242146
5ff8738cb38af81a0c037b62,0.4,243,12,2021-01-08T15:00:21.000Z,2.633,17.542,-40.2453784,-20.2421508
5ff8738cb38af81a0c037b67,0.72,243,8,2021-01-08T15:00:22.000Z,3.516,17.361,-40.2453726,-20.2421437
5ff8738cb38af81a0c037b6f,0.34,242,8,2021-01-08T15:00:23.000Z,3.576,17.231,-40.2453555,-20.2421466
5ff8738cb38af81a0c037b68,0.21,240,9,2021-01-08T15:00:24.000Z,3.251,17.063,-40.2453361,-20.2421526
5ff8738db38af81a0c037b71,0.56,240,13,2021-01-08T15:00:25.000Z,3.999,16.413,-40.2453377,-20.2421525
