_id,metadata.speed,metadata.bateria,metadata.numSV,metadata.dateUtcIso,metadata.accH,metadata.hMSL,metadata.lng,metadata.lat
5ffb2486b38af81a0c089afb,2.06,244,12,2021-01-10T16:00:01.000Z,0.99,-5.476,-40.2454757,-20.2423303
5ffb2488b38af81a0c089afd,1.97,241,16,2021-01-10T16:00:02.000Z,0.839,-4.537,-40.2454894,-20.2423455
5ffb2488b38af81a0c089aff,1.72,242,15,2021-01-10T16:00:03.000Z,0.948,-3.49,-40.2455059,-20.2423583
5ffb248ab38af81a0c089b00,1.31,243,16,2021-01-10T16:00:04.000Z,0.924,-2.782,-40.2455216,-20.2423695
5ffb248bb38af81a0c089b03,1.06,245,16,2021-01-10T16:00:05.000Z,0.935,-2.341,-40.2455328,-20.2423765
5ffb248cb38af81a0c089b05,1.07,243,15,2021-01-10T16:00:06.000Z,0.935,-1.792,-40.2455408,-20.2423861
5ffb248db38af81a0c089b07,1.18,241,15,2021-01-10T16:00:07.000Z,0.911,-0.579,-40.2455435,-20.2423958
5ffb248eb38af81a0c089b09,1.22,242,16,2021-01-10T16:00:08.000Z,0.839,0.48,-40.2455522,-20.2424071
5ffb248fb38af81a0c089b0c,1.25,243,14,2021-01-10T16:00:09.000Z,0.896,1.756,-40.2455584,-20.2424192
5ffb2490b38af81a0c089b0d,1.1,240,15,2021-01-10T16:00:10.000Z,0.872,3.048,-40.2455705,-20.2424373
5ffb2491b38af81a0c089b0f,1.15,242,16,2021-01-10T16:00:11.000Z,0.814,3.732,-40.2455783,-20.2424504
5ffb2492b38af81a0c089b11,1.29,241,15,2021-01-10T16:00:12.000Z,0.775,4.556,-40.2455954,-20.2424651
5ffb2494b38af81a0c089b14,0.96,242,16,2021-01-10T16:00:14.000Z,0.759,7.02,-40.2456206,-20.2424924
5ffb2495b38af81a0c089b16,0.99,243,16,2021-01-10T16:00:15.000Z,0.682,8.615,-40.2456364,-20.2425026
5ffb2496b38af81a0c089b18,0.93,242,16,2021-01-10T16:00:16.000Z,0.552,10.513,-40.2456454,-20.2425147
5ffb2499b38af81a0c089b19,0.93,245,16,2021-01-10T16:00:17.000Z,0.558,11.331,-40.2456543,-20.242521
5ffb2499b38af81a0c089b1c,0.9,243,15,2021-01-10T16:00:18.000Z,0.589,12.316,-40.2456667,-20.2425266
5ffb2499b38af81a0c089b1e,0.82,242,15,2021-01-10T16:00:19.000Z,0.485,13.81,-40.2456733,-20.2425376
5ffb249cb38af81a0c089b20,0.82,242,16,2021-01-10T16:00:20.000Z,0.596,14.704,-40.2456843,-20.2425457
5ffb249cb38af81a0c089b21,1.07,241,15,2021-01-10T16:00:22.000Z,0.472,17.222,-40.245711,-20.2425638
5ffb249eb38af81a0c089b25,1.09,243,16,2021-01-10T16:00:24.000Z,0.421,19.16,-40.2457318,-20.2425826
5ffb249fb38af81a0c089b27,1.02,241,15,2021-01-10T16:00:25.000Z,0.404,19.471,-40.2457391,-20.2425907
5ffb24a1b38af81a0c089b2a,0.9,243,15,2021-01-10T16:00:27.000Z,0.341,20.702,-40.2457488,-20.2426063
5ffb24a2b38af81a0c089b2e,0.78,241,16,2021-01-10T16:00:29.000Z,0.307,20.756,-40.245736,-20.2426048
5ffb24a4b38af81a0c089b30,1.18,241,16,2021-01-10T16:00:31.000Z,0.283,21.428,-40.2457252,-20.2425889
5ffb24a6b38af81a0c089b32,0.08,243,16,2021-01-10T16:00:33.000Z,0.271,21.556,-40.2457189,-20.2425808
5ffb24a8b38af81a0c089b34,1.57,243,16,2021-01-10T16:00:35.000Z,0.258,22.12,-40.2457261,-20.242594
5ffb24aab38af81a0c089b36,1.68,243,15,2021-01-10T16:00:37.000Z,0.255,22.768,-40.2457425,-20.2426139
5ffb24abb38af81a0c089b3a,0.91,243,16,2021-01-10T16:00:39.000Z,0.243,23.39,-40.2457503,-20.2426258
5ffb24adb38af81a0c089b3b,0.03,241,16,2021-01-10T16:00:41.000Z,0.237,23.65,-40.24575,-20.2426318
5ffb24aeb38af81a0c089b3d,0.05,240,16,2021-01-10T16:00:42.000Z,0.216,23.671,-40.2457438,-20.2426337
5ffb24b0b38af81a0c089b3f,0.88,242,16,2021-01-10T16:00:43.000Z,0.229,23.504,-40.2457354,-20.2426319
5ffb24b1b38af81a0c089b41,1.39,242,14,2021-01-10T16:00:44.000Z,0.277,23.243,-40.2457257,-20.2426234
5ffb24b2b38af81a0c089b42,1.7,242,14,2021-01-10T16:00:45.000Z,0.274,22.962,-40.2457153,-20.2426119
5ffb24b3b38af81a0c089b44,1.98,242,15,2021-01-10T16:00:46.000Z,0.196,22.429,-40.2457034,-20.2425981
5ffb24b4b38af81a0c089b45,1.95,243,13,2021-01-10T16:00:47.000Z,0.235,22.311,-40.2456933,-20.2425831
5ffb24b5b38af81a0c089b47,2.12,243,15,2021-01-10T16:00:48.000Z,0.221,22.437,-40.2456834,-20.2425674
5ffb24b6b38af81a0c089b49,2.32,241,15,2021-01-10T16:00:49.000Z,0.185,22.477,-40.245672,-20.2425505
5ffb24b7b38af81a0c089b4a,2.43,242,16,2021-01-10T16:00:50.000Z,0.192,22.622,-40.245661,-20.2425315
5ffb24b8b38af81a0c089b4c,2.53,244,15,2021-01-10T16:00:51.000Z,0.188,22.786,-40.24565,-20.2425119
5ffb24bab38af81a0c089b4e,2.5,241,15,2021-01-10T16:00:52.000Z,0.214,22.855,-40.2456394,-20.2424925
5ffb24bab38af81a0c089b50,2.24,243,15,2021-01-10T16:00:53.000Z,0.2,22.968,-40.245627,-20.2424748
5ffb24bcb38af81a0c089b52,2.08,243,14,2021-01-10T16:00:54.000Z,0.189,22.85,-40.2456152,-20.2424597
5ffb24bcb38af81a0c089b53,2.12,244,15,2021-01-10T16:00:55.000Z,0.216,22.617,-40.2456015,-20.2424441
5ffb24beb38af81a0c089b55,2.08,240,15,2021-01-10T16:00:56.000Z,0.183,22.633,-40.2455895,-20.2424315
5ffb24bfb38af81a0c089b56,2.1,242,16,2021-01-10T16:00:57.000Z,0.175,22.721,-40.2455762,-20.2424173
5ffb24c0b38af81a0c089b58,2.04,242,16,2021-01-10T16:00:58.000Z,0.193,22.765,-40.2455646,-20.242403
5ffb24c1b38af81a0c089b5a,2.01,241,14,2021-01-10T16:00:59.000Z,0.25,22.638,-40.2455552,-20.2423869
5ffb24c2b38af81a0c089b5c,1.95,241,15,2021-01-10T16:01:00.000Z,0.177,22.629,-40.245546,-20.2423712
5ffb24c3b38af81a0c089b5e,1.88,241,15,2021-01-10T16:01:01.000Z,0.178,22.632,-40.2455367,-20.2423553
5ffb24c4b38af81a0c089b60,1.74,241,15,2021-01-10T16:01:02.000Z,0.178,22.695,-40.2455285,-20.2423412
5ffb24c5b38af81a0c089b63,1.69,244,14,2021-01-10T16:01:03.000Z,0.167,22.843,-40.2455232,-20.2423265
5ffb24c6b38af81a0c089b65,1.52,243,14,2021-01-10T16:01:04.000Z,0.173,22.984,-40.2455207,-20.2423105
5ffb24c7b38af81a0c089b67,1.55,243,13,2021-01-10T16:01:05.000Z,0.219,23.027,-40.2455226,-20.2422967
5ffb24c8b38af81a0c089b69,1.4,242,15,2021-01-10T16:01:06.000Z,0.22,23.19,-40.2455257,-20.2422858
5ffb24c9b38af81a0c089b6c,1.62,245,15,2021-01-10T16:01:07.000Z,0.227,23.156,-40.2455329,-20.2422716
5ffb24cbb38af81a0c089b6f,1.51,240,12,2021-01-10T16:01:09.000Z,0.276,23.008,-40.2455493,-20.2422466
5ffb24cdb38af81a0c089b71,0.32,241,13,2021-01-10T16:01:11.000Z,0.166,22.949,-40.2455577,-20.2422363
5ffb24ceb38af81a0c089b74,1.22,242,13,2021-01-10T16:01:13.000Z,0.159,23.119,-40.2455521,-20.242247
5ffb24d0b38af81a0c089b77,1.44,242,14,2021-01-10T16:01:15.000Z,0.211,22.893,-40.2455361,-20.2422673
5ffb24d2b38af81a0c089b79,1.45,242,13,2021-01-10T16:01:17.000Z,0.192,22.873,-40.2455132,-20.2422827
5ffb24d4b38af81a0c089b7c,1.7,244,14,2021-01-10T16:01:19.000Z,0.208,22.777,-40.2454813,-20.2422871
5ffb24d6b38af81a0c089b7f,0.93,244,10,2021-01-10T16:01:21.000Z,0.299,23.125,-40.2454521,-20.2422779
