_id,metadata.speed,metadata.bateria,metadata.numSV,metadata.dateUtcIso,metadata.accH,metadata.hMSL,metadata.lng,metadata.lat
5fec5db4e9ff4e0678f6a365,1.3,242,11,2020-12-30T11:00:01.000Z,0.557,19.063,-40.244232,-20.2422214
5fec5db6e9ff4e0678f6a368,0.49,240,10,2020-12-30T11:00:03.000Z,0.741,19.608,-40.244213,-20.242228
5fec5db7e9ff4e0678f6a36c,0.63,243,11,2020-12-30T11:00:04.000Z,0.438,19.241,-40.2442117,-20.2422272
5fec5db9e9ff4e0678f6a36f,0.01,239,11,2020-12-30T11:00:05.000Z,0.39,19.197,-40.24421,-20.2422277
5fec5dbae9ff4e0678f6a372,0.03,243,10,2020-12-30T11:00:06.000Z,0.436,19.194,-40.2442083,-20.2422292
5fec5dbbe9ff4e0678f6a373,0.28,240,11,2020-12-30T11:00:07.000Z,0.507,19.203,-40.2442084,-20.2422288
5fec5dbce9ff4e0678f6a376,1.08,242,11,2020-12-30T11:00:08.000Z,0.435,19.199,-40.2442163,-20.2422255
5fec5dbde9ff4e0678f6a379,1.58,240,10,2020-12-30T11:00:09.000Z,0.359,19.195,-40.2442292,-20.2422226
5fec5dbee9ff4e0678f6a37a,1.72,243,9,2020-12-30T11:00:10.000Z,0.444,19.107,-40.2442454,-20.2422219
5fec5dbfe9ff4e0678f6a37d,1.69,242,12,2020-12-30T11:00:11.000Z,0.399,19.034,-40.2442622,-20.2422253
5fec5dc1e9ff4e0678f6a37f,1.8,242,11,2020-12-30T11:00:12.000Z,0.297,18.993,-40.2442784,-20.2422289
5fec5dc2e9ff4e0678f6a381,1.71,240,10,2020-12-30T11:00:13.000Z,0.33,18.991,-40.2442952,-20.2422292
5fec5dc3e9ff4e0678f6a384,1.54,242,10,2020-12-30T11:00:14.000Z,0.296,18.947,-40.2443099,-20.2422269
5fec5dc4e9ff4e0678f6a389,1.1,239,12,2020-12-30T11:00:15.000Z,0.297,19.152,-40.2443196,-20.2422234
5fec5dc5e9ff4e0678f6a38c,0.53,241,11,2020-12-30T11:00:16.000Z,0.251,19.22,-40.2443254,-20.2422214
5fec5dc6e9ff4e0678f6a38f,0.08,240,11,2020-12-30T11:00:17.000Z,0.294,19.322,-40.2443251,-20.2422219
5fec5dc7e9ff4e0678f6a391,1.04,240,11,2020-12-30T11:00:18.000Z,0.252,19.105,-40.2443183,-20.2422236
5fec5dc9e9ff4e0678f6a395,1.56,243,12,2020-12-30T11:00:19.000Z,0.239,18.862,-40.2443042,-20.2422276
5fec5dcae9ff4e0678f6a397,1.55,242,11,2020-12-30T11:00:20.000Z,0.252,18.666,-40.2442905,-20.2422323
5fec5dcbe9ff4e0678f6a399,0.88,242,11,2020-12-30T11:00:21.000Z,0.295,18.518,-40.2442809,-20.2422352
5fec5dcce9ff4e0678f6a39b,0.23,243,11,2020-12-30T11:00:22.000Z,0.295,18.539,-40.2442773,-20.2422364
5fec5dcde9ff4e0678f6a39c,0.02,242,11,2020-12-30T11:00:23.000Z,0.359,18.631,-40.2442768,-20.2422364
5fec5dcee9ff4e0678f6a3a2,0.01,239,10,2020-12-30T11:00:24.000Z,0.498,18.778,-40.2442772,-20.2422361
5fec5dcfe9ff4e0678f6a3a5,0.91,243,11,2020-12-30T11:00:25.000Z,0.378,18.894,-40.2442814,-20.242233
5fec5dd0e9ff4e0678f6a3a8,1.43,243,12,2020-12-30T11:00:26.000Z,0.345,18.999,-40.2442922,-20.2422274
5fec5dd1e9ff4e0678f6a3aa,1.61,242,12,2020-12-30T11:00:27.000Z,0.291,19.058,-40.2443053,-20.2422243
5fec5dd2e9ff4e0678f6a3ac,1.62,242,12,2020-12-30T11:00:28.000Z,0.447,19.259,-40.2443202,-20.2422228
5fec5dd3e9ff4e0678f6a3af,0.67,242,12,2020-12-30T11:00:29.000Z,0.253,19.068,-40.2443292,-20.242223
5fec5dd4e9ff4e0678f6a3b1,0.16,241,12,2020-12-30T11:00:30.000Z,0.228,18.896,-40.2443321,-20.2422234
5fec5dd5e9ff4e0678f6a3b3,0.88,242,11,2020-12-30T11:00:31.000Z,0.221,18.705,-40.2443274,-20.2422243
5fec5dd7e9ff4e0678f6a3b6,1.95,240,12,2020-12-30T11:00:33.000Z,0.24,18.497,-40.2442959,-20.2422277
5fec5dd9e9ff4e0678f6a3ba,2.05,241,12,2020-12-30T11:00:35.000Z,0.27,18.429,-40.244257,-20.2422215
5fec5ddae9ff4e0678f6a3bd,1.93,240,12,2020-12-30T11:00:37.000Z,0.253,19.127,-40.2442175,-20.2422254
5fec5ddce9ff4e0678f6a3c1,0.81,242,11,2020-12-30T11:00:39.000Z,0.226,19.157,-40.2441991,-20.2422343
5fec5ddee9ff4e0678f6a3c7,0.43,242,12,2020-12-30T11:00:41.000Z,0.214,19.17,-40.2441878,-20.2422399
5fec5de0e9ff4e0678f6a3cb,0.19,240,12,2020-12-30T11:00:43.000Z,0.211,19.263,-40.2441811,-20.2422427
5fec5de2e9ff4e0678f6a3ce,0.03,242,11,2020-12-30T11:00:45.000Z,0.22,19.31,-40.24418,-20.2422435
5fec5de3e9ff4e0678f6a3d3,1.18,242,12,2020-12-30T11:00:47.000Z,0.205,19.607,-40.2441903,-20.2422399
5fec5de5e9ff4e0678f6a3d6,1.21,242,12,2020-12-30T11:00:49.000Z,0.212,19.875,-40.2442061,-20.2422268
5fec5de6e9ff4e0678f6a3da,1.26,242,10,2020-12-30T11:00:51.000Z,0.25,20.137,-40.2442139,-20.2422052
5fec5de8e9ff4e0678f6a3df,1.22,242,11,2020-12-30T11:00:53.000Z,0.222,20.395,-40.2442044,-20.2421843
5fec5deae9ff4e0678f6a3e3,0.84,240,12,2020-12-30T11:00:55.000Z,0.216,20.198,-40.2441896,-20.2421739
5fec5dece9ff4e0678f6a3e7,0.11,242,12,2020-12-30T11:00:57.000Z,0.183,20.113,-40.2441848,-20.2421691
5fec5dede9ff4e0678f6a3e9,0.9,243,13,2020-12-30T11:00:58.000Z,0.187,20.166,-40.2441887,-20.2421741
5fec5deee9ff4e0678f6a3ec,1.47,240,13,2020-12-30T11:00:59.000Z,0.188,20.246,-40.2441962,-20.2421838
5fec5df0e9ff4e0678f6a3f0,1.72,240,13,2020-12-30T11:01:00.000Z,0.189,20.44,-40.2442055,-20.2421949
5fec5df1e9ff4e0678f6a3f3,1.58,241,13,2020-12-30T11:01:01.000Z,0.213,20.494,-40.244216,-20.2422052
5fec5df2e9ff4e0678f6a3f6,1.4,240,13,2020-12-30T11:01:02.000Z,0.247,20.485,-40.2442279,-20.242211
5fec5df4e9ff4e0678f6a3f8,1.21,242,13,2020-12-30T11:01:03.000Z,0.221,20.533,-40.2442399,-20.2422156
5fec5df5e9ff4e0678f6a3fb,0.96,240,13,2020-12-30T11:01:04.000Z,0.177,20.428,-40.2442499,-20.2422193
5fec5df6e9ff4e0678f6a3fe,0.66,240,13,2020-12-30T11:01:05.000Z,0.206,20.315,-40.2442565,-20.2422208
5fec5df7e9ff4e0678f6a400,0.61,242,13,2020-12-30T11:01:06.000Z,0.222,20.214,-40.2442628,-20.2422223
5fec5df8e9ff4e0678f6a403,0.49,240,13,2020-12-30T11:01:07.000Z,0.217,20.156,-40.2442681,-20.2422235
5fec5dfae9ff4e0678f6a406,0.43,240,13,2020-12-30T11:01:08.000Z,0.19,20.186,-40.2442726,-20.2422244
5fec5dfbe9ff4e0678f6a409,0.57,242,13,2020-12-30T11:01:09.000Z,0.181,20.255,-40.2442773,-20.2422256
5fec5dfce9ff4e0678f6a40c,0.85,239,12,2020-12-30T11:01:10.000Z,0.213,20.252,-40.244285,-20.2422268
5fec5dfde9ff4e0678f6a40f,1.07,243,11,2020-12-30T11:01:11.000Z,0.225,20.216,-40.2442939,-20.2422287
5fec5dfee9ff4e0678f6a411,1.15,242,13,2020-12-30T11:01:12.000Z,0.217,20.069,-40.2443045,-20.2422314
5fec5dffe9ff4e0678f6a414,1.01,242,12,2020-12-30T11:01:13.000Z,0.197,19.867,-40.2443141,-20.2422342
5fec5e00e9ff4e0678f6a417,1.29,241,12,2020-12-30T11:01:14.000Z,0.171,19.78,-40.244325,-20.2422375
5fec5e02e9ff4e0678f6a41c,1.5,241,13,2020-12-30T11:01:15.000Z,0.172,19.666,-40.2443387,-20.2422421
5fec5e03e9ff4e0678f6a41f,0.98,242,12,2020-12-30T11:01:16.000Z,0.169,19.861,-40.2443493,-20.2422455
5fec5e03e9ff4e0678f6a421,0.2,242,13,2020-12-30T11:01:17.000Z,0.188,19.678,-40.244353,-20.2422467
5fec5e05e9ff4e0678f6a424,0.08,242,13,2020-12-30T11:01:18.000Z,0.2,19.697,-40.2443537,-20.2422464
5fec5e06e9ff4e0678f6a426,0.55,242,13,2020-12-30T11:01:19.000Z,0.209,19.707,-40.2443514,-20.2422449
5fec5e07e9ff4e0678f6a429,1.12,240,12,2020-12-30T11:01:20.000Z,0.208,19.759,-40.2443421,-20.2422409
5fec5e08e9ff4e0678f6a42c,1.5,242,11,2020-12-30T11:01:21.000Z,0.207,19.636,-40.2443326,-20.242232
5fec5e09e9ff4e0678f6a42e,1.66,241,12,2020-12-30T11:01:22.000Z,0.2,19.62,-40.2443264,-20.2422191
5fec5e0ae9ff4e0678f6a430,1.58,240,13,2020-12-30T11:01:23.000Z,0.208,19.535,-40.244327,-20.2422051
