_id,metadata.speed,metadata.bateria,metadata.numSV,metadata.dateUtcIso,metadata.accH,metadata.hMSL,metadata.lng,metadata.lat
5fed0675e9ff4e0678f8166a,0.12,237,17,2020-12-30T23:00:01.000Z,0.165,21.097,-40.2449791,-20.2426235
5fed0677e9ff4e0678f8166f,0.02,241,17,2020-12-30T23:00:03.000Z,0.157,21.053,-40.2449792,-20.2426234
5fed0679e9ff4e0678f81673,0.05,238,17,2020-12-30T23:00:05.000Z,0.162,21.068,-40.2449792,-20.2426228
5fed067be9ff4e0678f81677,0.02,242,17,2020-12-30T23:00:07.000Z,0.154,21.016,-40.2449786,-20.2426226
5fed067ce9ff4e0678f8167b,1.09,241,17,2020-12-30T23:00:09.000Z,0.152,21.145,-40.2449695,-20.2426126
5fed067ee9ff4e0678f8167e,1.43,239,17,2020-12-30T23:00:11.000Z,0.172,21.536,-40.2449558,-20.2425941
5fed0680e9ff4e0678f81682,1.51,242,18,2020-12-30T23:00:13.000Z,0.175,21.695,-40.244948,-20.2425665
5fed0682e9ff4e0678f81686,1.2,238,17,2020-12-30T23:00:15.000Z,0.202,21.855,-40.2449523,-20.2425428
5fed0683e9ff4e0678f8168a,1.37,239,16,2020-12-30T23:00:17.000Z,0.233,21.735,-40.2449667,-20.2425248
5fed0685e9ff4e0678f8168d,0.19,242,16,2020-12-30T23:00:19.000Z,0.197,21.521,-40.2449789,-20.2425151
5fed0687e9ff4e0678f81690,0.97,240,16,2020-12-30T23:00:21.000Z,0.164,21.499,-40.2449739,-20.2425202
5fed0689e9ff4e0678f81693,1.71,240,17,2020-12-30T23:00:23.000Z,0.208,21.425,-40.2449574,-20.2425401
5fed068ae9ff4e0678f81696,1.89,240,16,2020-12-30T23:00:24.000Z,0.147,21.518,-40.244945,-20.2425511
5fed068ce9ff4e0678f81699,1.83,240,18,2020-12-30T23:00:25.000Z,0.159,21.566,-40.2449302,-20.2425599
5fed068de9ff4e0678f8169b,1.85,238,18,2020-12-30T23:00:26.000Z,0.182,21.52,-40.2449137,-20.2425661
